id,firstName,lastName,team_name,market_value,agent,agent_id,contract_expiry
1211053,Constantin,Dunkl,Jennersdorf,-,,,-
1188427,Bakhodur,Nazarzoda,,-,,,-
1208137,George Kissi,Nana,Vital Stars, ¬25k,,,-
1226537,Aboujemaa,Ameur,Olympique Dcheïra,-,RAHOU SPORT,13998,-
1282006,Xaysomphong,Thipphavong,,-,,,-
989724,Joop,Kremer,Twente U19,-,,,-
1209399,Tobias,Briones Paulino,,-,,,30-Jun-25
1233759,Elias,Frey,Werder Bremen U17,-,,,30-Jun-26
1076811,Hassan Jamal,Al-Eid,Al Taraji,-,,,-
1173295,Vasileiou,Spyridon,Panathinaikos U19,-,Agent is known - Player under 18,,-
916192,Luka,Purkart,Dren Vrhnika,-,,,-
1024031,Mukrim,Issa,Singida Black Stars,-,,,-
1174776,Chahine,Naffah,Paris FC U19,-,,,30-Jun-26
917613,Oscar,Tonidandel,Elon Phoenix,-,,,1-Aug-25
751648,Arthur Brøgger,Thygesen,,-,,,-
745425,Lovro,Dukic,Gorica,-,,,-
1196321,Joseph Khalid Mohamed Ali,Chalabi,Wellington Phoenix II,-,,,31-Dec-25
893971,Lucas Jeremías,Zaineddin,Sarmiento de La Banda,-,,,31-Dec-25
1074806,Rashid Bilal,Hayek,Essendon Royals,-,,,-
1072235,Adam,Letliat,West Bromwich Albion U18,-,Agent is known - Player under 18,,30-Jun-26
997430,Alexandros,Salvanos,Panserraikos,-,,,30-Jun-26
1011121,Krishi,Triveni,,-,,,-
1074078,Oussama,Amri,Ben Guerdane,-,,,30-Jun-28
745845,Alessandro,Zito,Triestina U17,-,MCI,5773,-
1158082,Luis,Cameron,Partick Thistle U18,-,,,-
1053854,Alessandro,Savino,,-,,,-
219728,Juan Manuel,Oleiro,,-,,,-
1180576,Oskar Sundland,Johnsen,Pors Grenland,-,,,-
939533,Jakub,Lorcki,Victoria Czstochowa,-,,,-
1078216,Ricky,Fransen,Western Sydney Wanderers,-,,,-
1078217,Lachlan,Tilt,Western Sydney Wanderers FC II,-,,,-
958601,Jakub,Rössler,FK Mladá Boleslav U17,-,,,-
1239899,Jan,Zacek,Mladá Boleslav U19,-,,,-
1008383,Anastasios,Georgakopoulos,Melbourne Victory U21,-,,,-
1080896,Keenan,Van Pelt,Portland Pilots,-,,,-
1080945,Klemensas,Gustas,`iauliai II,-,,,-
903660,Emanuel,Zauda,Hapoel Tel Aviv U19,-,,,-
223783,Víctor Eduardo,Brito,,-,,,-
1164342,Fynn ,Luca Schneider,Sportfreunde Siegen,-,,,30-Jun-25
1081068,Adrian,Filardo,Moreland City,-,,,-
834122,Ivan Alejandro,Tirado Verdugo,Mazatlán U23,-,,,-
1172616,Jakhongir,Kushokov,Ozgon,-,,,31-Dec-25
790232,Karen,Gevorkyan,Dinaz Vyshhorod U14,-,Agent is known - Player under 18,,-
37383,Oskari,Hinkkanen,KPS,-,,,-
1107317,Farouk ,Chaouech,Moknine,-,,,-
1040089,Emmanuel,Asubonteng,Strasbourg Koenigshoffen,-,,,-
303394,Rafael Augusto,Borges,Tupi,-,,,-
266867,Nicholas,Stewart,,-,,,-
280136,Zurab,Zviadauri,,-,,,-
99019,Karolis,Inta,,-,,,-
1085585,Nico,Reber,,-,,,30-Jun-25
278754,Manuchar,Lomaia,,-,,,-
244901,Néstor,Aguirre,AH Zapla,-,,,-
115428,Juan Rodrigo,Ventura Sencio,,-,,,
225445,Gustavo Gabriel,Ortiz,,-,,,-
1043653,Rodrigo ,Germani,,-,,,-
59309,Ryan,Jones,Bala Town,-,,,31-May-25
246721,Papontte,Mendy,Drouais,-,,,-
27758,Antoine,Combes,,-,,,-
1142091,Vojtech,Zitek,HoYovice,-,,,-
108741,Shamil,Sharif,,-,,,30-Jun-25
302758,Dae-Young,Goo,, ¬150k,,,-
435089,Jérémie,Koffi,,-,,,-
119143,Giorgi,Romanadze,Betlemi,-,,,-
202150,Mathias,Orgeval,,-,,,-
572066,Daniele,Romano,,-,CC Sport Management,11286,30-Jun-25
1135455,Paolo ,Pavone,, ¬10k,,,-
216045,Stephane,Giraudeau,Les Herbiers II,-,,,-
823291,Philippe,Nkouka,Bourgoin-Jallieu,-,HEWGO SPORT,7954,30-Jun-26
1278236,Alan,Chesne,Torcy,-,,,-
1165467,Ali,Meftah,RSB Berkane, ¬10k,,,-
933333,Julius Svarre,Christensen,B.93,-,,,-
645990,Chistian,Accordino,,-,,,-
1126920,Yakupmuhammet,Govshudov,Ahal,-,,,-
1287303,Jason,Perian,Fontenay Vendée Foot,-,,,-
1169392,Jiajie,Zhang,Meizhou Hakka,-,,,-
1207036,Mingjie,Li,,-,,,-
115977,Elia,Zafferani,,-,,,-
35424,Kim,Palosaari,,-,,,-
333758,Giovanni ,Secchi,Taloro Gavoi,-,,,30-Jun-25
1041901,Sam,Lancaster,Sydney FC II,-,,,-
1155630,Rami,Shaweesh,,-,TsM Agency,11090,-
1244079,Yohan ,Mbida,Don Bosco Garelli,-,,,-
1076151,Zakaria,el Kachati,Heerenveen Res.,-,,,-
1156898,Thierry,Wessling Dalaio,Cascavel,-,,,-
1241822,Marcos,Goñi Merino,Basconia,-,,,30-Jun-25
1187181,Chigozie Eugene Yolo,Okwudima,, ¬25k,,,-
912967,Pavel,Topolský,Pardubice II,-,,,-
793203,Samuele,Mariniello,,-,,,30-Jun-25
645748,Gabriele,Wolf,Signa 1914,-,,,-
1083274,Al-Kholil,Sapawi,,-,,,-
1260425,Joshua,McGookin,Ballymena United U20,-,,,30-Jun-25
1084005,John Jason,Lynch ,Ringmahon Rangers ,-,,,-
1290673,Samuel,da Silva Santos,Quixadá,-,,,-
1163230,Krowakreti Viviane,Kajipok,Águia de Marabá U20,-,,,-
1159423,Aleks ,Minev,,-,,,-
1216296,Martin,Kaishev,Chernomorets Burgas,-,,,-
1193481,David,Bomor,,-,,,-
1193479,Dylan,Lyons,Midleton,-,,,-
1260571,Yusei,Yamanouchi,Toyo University,-,,,-
1112585,Loris,Graciotti,,-,,,30-Jun-25
1176374,Dylan,McRae,Hertha Zehlendorf U19,-,,,-
1098307,Malik,Can Kuriata,Karlsruher SC U19,-,Agent is known - Player under 18,,30-Jun-27
1283104,Emerson ,Galea,Birzebbuga,-,,,-
1209946,Daniel ,Spies,Eichstätt,-,,,-
1192124,Tonislav ,Donkov,Sevlievo, ¬25k,,,-
1086778,Johannes ,Lemm,Hennef 05 U19,-,,,-
1260887,Logan,Bouebari,Bahlinger SC,-,,,-
1209690,Arkadiusz,Murzacz,Motor Lublin,-,,,30-Jun-26
1163581,Kai,Liu,,-,,,31-Dec-25
1116482,Lorenzo,Orlandi,,-,,,30-Jun-25
1214355,Khairul,Fikri,PSIM Yogyakarta, ¬10k,,,-
1182645,Andrés Antonio,Viteri Febres Cordero,Barcelona, ¬10k,VMGSports,12070,31-Dec-25
1214358,Max,McGoona,Colwyn Bay,-,,,-
1180031,Ruslan,Malejevs,Rzekne / BJSS,-,,,-
1191381,Nicklaus,Sullivan,LA Galaxy Res.,-,JOGA SG,8583,31-Dec-25
1234741,Constantin,Claus,Carl Zeiss Jena U17,-,,,-
1192920,Didier Alfredo,Congó Mantilla,Vargas Torres,-,,,31-Dec-25
810854,Agustín Mariano,Godoy González,,-,,,30-Jun-25
1116587,Tiziano,Torquati,,-,,,-
1173739,Samuel,Kuhn,Viktoria Berlin U19,-,,,-
